1.427464348690063564e-04,2.704863240558969678e-02,3.985830373023900065e-04,5.536055416918674033e-02
0.000000000000000000e+00,2.295032867558137804e-02,8.359932514905536868e-04,4.878145718417880444e-02
0.000000000000000000e+00,2.740994295937408329e-02,3.097079649002448982e-03,7.308894725582178176e-02
2.952465308532624833e-04,7.352921158669188662e-02,2.024453883962301637e-02,1.710623880469437363e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.427040179064656189e-02
0.000000000000000000e+00,2.898424607017554069e-02,1.190832324876958410e-03,7.654108450654951989e-02
0.000000000000000000e+00,8.125420119113771489e-02,5.741874590841619663e-03,1.249546107913565296e-01
9.286589507409408195e-02,2.663477729342177969e-01,1.199532252880867783e-04,1.102375506308670289e-01
0.000000000000000000e+00,4.041970028665334280e-02,1.507246124292785329e-03,9.675859856116766911e-02
4.778744146038421426e-05,4.101964982706857860e-02,7.839900969671962424e-04,1.965858325553331010e-01
0.000000000000000000e+00,4.655250505001897604e-02,1.645589330457372657e-02,1.555781557966751938e-01
1.882317509317471644e-05,4.639453319175425999e-02,3.507324118011140713e-04,2.053815828027450441e-01
6.031948469603169716e-02,2.209897299752839051e-01,0.000000000000000000e+00,3.924331819169574881e-02
0.000000000000000000e+00,3.639099733748053095e-02,6.132764731693965150e-05,1.310530982816191514e-01
1.916041301839471874e-03,1.136046909230584989e-01,1.076890018850944035e-02,2.319093559725454723e-01
0.000000000000000000e+00,7.427040179064658965e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.013710951476770677e-02,1.162291317436176669e-02,1.459776667535589989e-01
0.000000000000000000e+00,3.949004992590087609e-02,8.252527336496801838e-05,2.013888541498043694e-01
0.000000000000000000e+00,3.936804424112674144e-02,5.694243862182793783e-03,1.992309040524309072e-01
0.000000000000000000e+00,3.689605415032698454e-02,8.000722309969643745e-04,1.897586210398399531e-01
0.000000000000000000e+00,2.953105110678751893e-02,0.000000000000000000e+00,7.882819213091551980e-02
3.020354563361785788e-02,1.402306542504412057e-01,3.356279606237235532e-03,1.816010086682606495e-01
0.000000000000000000e+00,5.558807632879672611e-02,1.617203716834926704e-03,2.175522268329531661e-01
1.052801605938692795e-03,4.133494340360024943e-02,4.272409362692647632e-04,1.621460723961625217e-01
2.766194176905655833e-01,5.507302312793427301e-01,1.261574950167789325e-05,9.780741501216752565e-02
0.000000000000000000e+00,9.430807809914874829e-02,1.885537504118205143e-04,3.211144347711197278e-01
0.000000000000000000e+00,3.280533932900144001e-02,3.474835720163437901e-03,1.182397943709609933e-01
5.422594595479064000e-02,2.329608384075552430e-01,9.585337873333058846e-04,1.721640303489126167e-01
1.074536114896739759e-03,8.849184212797586713e-02,8.145674204092245591e-04,1.439393212256956378e-01
5.868544600938967268e-04,7.715365564007363453e-02,3.507324118011140713e-04,1.445703814905178186e-01
7.517509135200974892e-04,6.210257107871639676e-02,9.598241049566154110e-04,1.940317947447411373e-01
4.863075817008504973e-05,8.082704290437388306e-02,1.115451417311080773e-01,4.725033479767867806e-01
0.000000000000000000e+00,1.076389701563286866e-01,5.921503738598870442e-02,3.203933339160194849e-01
0.000000000000000000e+00,4.626622119021796264e-02,1.444192283886940389e-04,2.338228937539383601e-01
0.000000000000000000e+00,8.657466839872986208e-02,9.963135492576366548e-02,4.814295734313697728e-01
0.000000000000000000e+00,4.933708300558152515e-02,2.891862762015121610e-04,1.377577299603803818e-01
0.000000000000000000e+00,8.881548548492539108e-02,1.015355626248058522e-02,2.542145200884472489e-01
2.674990171584155658e-04,1.182158348182212326e-01,1.006464156678600792e-02,3.544471512208888231e-01
9.882985452245413808e-04,1.151974648109029692e-01,4.126263668248400919e-05,3.628618016661556145e-01
0.000000000000000000e+00,1.071164276519446928e-01,3.189179292583701076e-03,3.391125985172659396e-01
0.000000000000000000e+00,8.547186623084312984e-02,3.377614756079605745e-03,3.130847880491395840e-01
0.000000000000000000e+00,7.766783780170610774e-02,1.214464427101694978e-02,3.419153632493671657e-01
1.782743047302115448e-04,8.338791454314782581e-02,4.951516401898081645e-04,1.892851532914151536e-01
0.000000000000000000e+00,4.695933302390425945e-02,1.283179351811115844e-04,2.246022234507547843e-01
4.628721908491885808e-04,1.205140201441642495e-01,9.765078045865781828e-04,1.945195392116971789e-01
7.419938859703795620e-05,5.730352809761253552e-02,3.471086281682090159e-04,1.663773651898518002e-01
0.000000000000000000e+00,9.284439754567533343e-02,0.000000000000000000e+00,2.838069252585551094e-01
0.000000000000000000e+00,6.445272672649451917e-02,6.375077367443780091e-03,2.985053831411705327e-01
0.000000000000000000e+00,5.599853891470972511e-02,4.806115564480407313e-04,2.833339697199325213e-01
7.808063600227144315e-04,1.037618770048927552e-01,5.133285228737587916e-04,3.729902062318409817e-01
0.000000000000000000e+00,8.606719311565731723e-02,6.189395502372602056e-05,2.915396201597548198e-01
9.562083192448556090e-02,3.790798323156345795e-01,1.237879100474520411e-04,6.954308014845320129e-02
0.000000000000000000e+00,5.656085984084853469e-02,4.703940581803177021e-03,2.783673967292787932e-01
1.246371713443130661e-04,8.288763525372411234e-02,1.078256816062981432e-02,3.343549714711852583e-01
1.209331754908764310e-04,5.700654438605614466e-02,4.059154020100159271e-02,3.241339184355826464e-01
